Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4435,diabetes , fatigue, weight_loss, restlessness, lethargy
4436,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4437,bronchial asthma, fatigue, cough, high_fever, breathlessness
4438,hypertension , headache, chest_pain, dizziness, loss_of_balance
4439,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4440,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4441,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4442,jaundice,itching, vomiting, fatigue, weight_loss
4443,malaria, chills, vomiting, high_fever, sweating
4444,chicken pox,itching, skin_rash, fatigue, lethargy
4445,dengue, skin_rash, chills, joint_pain, vomiting
4446,typhoid, chills, vomiting, fatigue, high_fever
4447,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4448,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4449,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4450,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4451,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4452,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4453,tuberculosis, chills, vomiting, fatigue, weight_loss
4454,common cold, continuous_sneezing, chills, fatigue, cough
4455,pneumonia, chills, fatigue, cough, high_fever
4456,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4457,heart attack, vomiting, breathlessness, sweating, chest_pain
4458,varicose veins, fatigue, cramps, bruising, obesity
4459,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4460,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4461,hypoglycemia, vomiting, fatigue, anxiety, sweating
4462,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4463,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4464,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4465,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4466,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4467,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4468,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4469,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4470,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4471,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4472,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4473,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4474,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4475,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4476,diabetes , fatigue, weight_loss, restlessness, lethargy
4477,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4478,bronchial asthma, fatigue, cough, high_fever, breathlessness
4479,hypertension , headache, chest_pain, dizziness, loss_of_balance
4480,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4481,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4482,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4483,jaundice,itching, vomiting, fatigue, weight_loss
4484,malaria, chills, vomiting, high_fever, sweating
4485,chicken pox,itching, skin_rash, fatigue, lethargy
4486,dengue, skin_rash, chills, joint_pain, vomiting
4487,typhoid, chills, vomiting, fatigue, high_fever
4488,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4489,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4490,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4491,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4492,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4493,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4494,tuberculosis, chills, vomiting, fatigue, weight_loss
4495,common cold, continuous_sneezing, chills, fatigue, cough
4496,pneumonia, chills, fatigue, cough, high_fever
4497,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4498,heart attack, vomiting, breathlessness, sweating, chest_pain
4499,varicose veins, fatigue, cramps, bruising, obesity
4500,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4501,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4502,hypoglycemia, vomiting, fatigue, anxiety, sweating
4503,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4504,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4505,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4506,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4507,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4508,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4509,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4510,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4511,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4512,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4513,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4514,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4515,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4516,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4517,diabetes , fatigue, weight_loss, restlessness, lethargy
4518,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4519,bronchial asthma, fatigue, cough, high_fever, breathlessness
4520,hypertension , headache, chest_pain, dizziness, loss_of_balance
4521,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4522,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4523,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4524,jaundice,itching, vomiting, fatigue, weight_loss
4525,malaria, chills, vomiting, high_fever, sweating
4526,chicken pox,itching, skin_rash, fatigue, lethargy
4527,dengue, skin_rash, chills, joint_pain, vomiting
4528,typhoid, chills, vomiting, fatigue, high_fever
4529,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4530,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4531,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4532,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4533,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4534,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4535,tuberculosis, chills, vomiting, fatigue, weight_loss
4536,common cold, continuous_sneezing, chills, fatigue, cough
4537,pneumonia, chills, fatigue, cough, high_fever
4538,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4539,heart attack, vomiting, breathlessness, sweating, chest_pain
4540,varicose veins, fatigue, cramps, bruising, obesity
4541,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4542,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4543,hypoglycemia, vomiting, fatigue, anxiety, sweating
4544,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4545,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4546,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4547,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4548,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4549,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4550,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4551,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4552,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4553,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4554,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4555,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4556,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4557,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4558,diabetes , fatigue, weight_loss, restlessness, lethargy
4559,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4560,bronchial asthma, fatigue, cough, high_fever, breathlessness
4561,hypertension , headache, chest_pain, dizziness, loss_of_balance
4562,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4563,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4564,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4565,jaundice,itching, vomiting, fatigue, weight_loss
4566,malaria, chills, vomiting, high_fever, sweating
4567,chicken pox,itching, skin_rash, fatigue, lethargy
4568,dengue, skin_rash, chills, joint_pain, vomiting
4569,typhoid, chills, vomiting, fatigue, high_fever
4570,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4571,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4572,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4573,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4574,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4575,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4576,tuberculosis, chills, vomiting, fatigue, weight_loss
4577,common cold, continuous_sneezing, chills, fatigue, cough
4578,pneumonia, chills, fatigue, cough, high_fever
4579,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4580,heart attack, vomiting, breathlessness, sweating, chest_pain
4581,varicose veins, fatigue, cramps, bruising, obesity
4582,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4583,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4584,hypoglycemia, vomiting, fatigue, anxiety, sweating
4585,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4586,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4587,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4588,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4589,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4590,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4591,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4592,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4593,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4594,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4595,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4596,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4597,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4598,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4599,diabetes , fatigue, weight_loss, restlessness, lethargy
4600,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4601,bronchial asthma, fatigue, cough, high_fever, breathlessness
4602,hypertension , headache, chest_pain, dizziness, loss_of_balance
4603,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4604,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4605,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4606,jaundice,itching, vomiting, fatigue, weight_loss
4607,malaria, chills, vomiting, high_fever, sweating
4608,chicken pox,itching, skin_rash, fatigue, lethargy
4609,dengue, skin_rash, chills, joint_pain, vomiting
4610,typhoid, chills, vomiting, fatigue, high_fever
4611,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4612,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4613,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4614,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4615,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4616,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4617,tuberculosis, chills, vomiting, fatigue, weight_loss
4618,common cold, continuous_sneezing, chills, fatigue, cough
4619,pneumonia, chills, fatigue, cough, high_fever
4620,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4621,heart attack, vomiting, breathlessness, sweating, chest_pain
4622,varicose veins, fatigue, cramps, bruising, obesity
4623,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4624,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4625,hypoglycemia, vomiting, fatigue, anxiety, sweating
4626,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4627,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4628,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4629,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4630,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4631,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4632,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4633,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4634,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4635,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4636,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4637,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4638,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4639,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4640,diabetes , fatigue, weight_loss, restlessness, lethargy
4641,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4642,bronchial asthma, fatigue, cough, high_fever, breathlessness
4643,hypertension , headache, chest_pain, dizziness, loss_of_balance
4644,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4645,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4646,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4647,jaundice,itching, vomiting, fatigue, weight_loss
4648,malaria, chills, vomiting, high_fever, sweating
4649,chicken pox,itching, skin_rash, fatigue, lethargy
4650,dengue, skin_rash, chills, joint_pain, vomiting
4651,typhoid, chills, vomiting, fatigue, high_fever
4652,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4653,hepatitis b,itching, fatigue, lethargy, yellowish_skin
